ID,Postcode,Locality,State,Longitude,Latitude,Category,Type,SA3,SA3 Name,SA4,SA4 Name,Routes,Status,Lat (Google),Long (Google),SA1 CODE 2021,SA1 NAME 2021,SA2 CODE 2021,SA2 NAME 2021,SA3 CODE 2021,SA3 NAME 2021,SA4 CODE 2021,SA4 NAME 2021,RA 2016,RA 2021,RA 2021 Name,MMM 2015,MMM 2019,CED,Altitude,Charge Zone,PHN Code,PHN Name,LGA Region,LGA Code,Electorate,Electorate Rating,State Electoral Code,State Electroal Name,,,Line
6701,3221,BELLARINE,VIC,144.427419,-38.181608,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R2,Updated 6-Feb-2020,-38.132222,144.619722,20302104245,Waurn Ponds,203021042,Highton,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,4,3,Corangamite,8.327033043,V2,PHN206,Western Victoria,Greater Geelong,22750,Corangamite,Provincial,27708,South Barwon (Western Victoria),,,
6702,3221,CERES,VIC,144.427419,-38.181608,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R2,Updated 6-Feb-2020,-38.1590503,144.2640892,20302104245,Waurn Ponds,203021042,Highton,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,1,2,Corangamite,8.327033043,V2,PHN206,Western Victoria,Greater Geelong,22750,Corangamite,Provincial,27708,South Barwon (Western Victoria),,,
6703,3221,FYANSFORD,VIC,144.427419,-38.181608,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R2,Updated 6-Feb-2020,-38.1347924,144.2906169,20302104245,Waurn Ponds,203021042,Highton,21704,Warrnambool,217,Warrnambool and South West,1,21,Inner Regional Australia,1,1,Corangamite,8.327033043,V2,PHN206,Western Victoria,Greater Geelong,22750,Corangamite,Provincial,27708,South Barwon (Western Victoria),,,
6705,3221,GNARWARRE,VIC,144.427419,-38.181608,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R2,Updated 6-Feb-2020,-38.1809271,144.1620897,20302104245,Waurn Ponds,203021042,Highton,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,5,5,Corangamite,8.327033043,V2,PHN206,Western Victoria,Greater Geelong,22750,Corangamite,Provincial,27708,South Barwon (Western Victoria),,,
6706,3221,GREY RIVER,VIC,144.427419,-38.181608,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R2,Updated 6-Feb-2020,-38.680556,143.835,20302104245,Waurn Ponds,203021042,Highton,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,5,5,Corangamite,8.327033043,V2,PHN206,Western Victoria,Greater Geelong,22750,Corangamite,Provincial,27708,South Barwon (Western Victoria),,,
6707,3221,KENNETT RIVER,VIC,144.427419,-38.181608,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R2,Updated 6-Feb-2020,-38.6657459,143.8574394,20302104245,Waurn Ponds,203021042,Highton,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,5,5,Corangamite,8.327033043,V2,PHN206,Western Victoria,Greater Geelong,22750,Corangamite,Provincial,27708,South Barwon (Western Victoria),,,
6708,3221,LOVELY BANKS,VIC,144.427419,-38.181608,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R2,Updated 6-Feb-2020,-38.1636337,144.1501922,20302104245,Waurn Ponds,203021042,Highton,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,5,5,Corangamite,8.327033043,V2,PHN206,Western Victoria,Greater Geelong,22750,Corangamite,Provincial,27708,South Barwon (Western Victoria),,,
6709,3221,MOOLAP,VIC,144.427419,-38.181608,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R2,Updated 6-Feb-2020,-38.183333,144.433333,20302104245,Waurn Ponds,203021042,Highton,21704,Warrnambool,217,Warrnambool and South West,1,21,Inner Regional Australia,1,1,Corangamite,8.327033043,V2,PHN206,Western Victoria,Greater Geelong,22750,Corangamite,Provincial,27708,South Barwon (Western Victoria),,,
6710,3221,MOORABOOL,VIC,144.427419,-38.181608,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R2,Updated 6-Feb-2020,-38.0697484,144.2954452,20302104245,Waurn Ponds,203021042,Highton,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,2,2,Corangamite,8.327033043,V2,PHN206,Western Victoria,Greater Geelong,22750,Corangamite,Provincial,27708,South Barwon (Western Victoria),,,
6711,3221,MURGHEBOLUC,VIC,144.427419,-38.181608,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R2,Updated 6-Feb-2020,-38.1636337,144.1501922,20302104245,Waurn Ponds,203021042,Highton,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,5,5,Corangamite,8.327033043,V2,PHN206,Western Victoria,Greater Geelong,22750,Corangamite,Provincial,27708,South Barwon (Western Victoria),,,
6712,3221,SEPARATION CREEK,VIC,144.427419,-38.181608,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R2,Updated 6-Feb-2020,-38.6284182,143.8981594,20302104245,Waurn Ponds,203021042,Highton,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,5,5,Corangamite,8.327033043,V2,PHN206,Western Victoria,Greater Geelong,22750,Corangamite,Provincial,27708,South Barwon (Western Victoria),,,
6713,3221,STAUGHTON VALE,VIC,144.427419,-38.181608,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R2,Updated 6-Feb-2020,-37.8396872,144.2818364,20302104245,Waurn Ponds,203021042,Highton,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,5,5,Corangamite,8.327033043,V2,PHN206,Western Victoria,Greater Geelong,22750,Corangamite,Provincial,27708,South Barwon (Western Victoria),,,
6714,3221,STONEHAVEN,VIC,144.427419,-38.181608,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R2,Updated 6-Feb-2020,-38.1288448,144.2504403,20302104245,Waurn Ponds,203021042,Highton,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,2,2,Corangamite,8.327033043,V2,PHN206,Western Victoria,Greater Geelong,22750,Corangamite,Provincial,27708,South Barwon (Western Victoria),,,
6435,3221,SUGARLOAF,VIC,144.427419,-38.181608,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R2,Updated 6-Feb-2020,-38.6896508,143.7993096,20302104245,Waurn Ponds,203021042,Highton,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,5,5,Corangamite,8.327033043,V2,PHN206,Western Victoria,Greater Geelong,22750,Corangamite,Provincial,27708,South Barwon (Western Victoria),,,
6436,3221,WALLINGTON,VIC,144.427419,-38.181608,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R2,Updated 6-Feb-2020,-38.2247017,144.510853,20302104245,Waurn Ponds,203021042,Highton,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,2,2,Corangamite,8.327033043,V2,PHN206,Western Victoria,Greater Geelong,22750,Corangamite,Provincial,27708,South Barwon (Western Victoria),,,
6437,3221,WONGARRA,VIC,144.427419,-38.181608,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R2,Updated 6-Feb-2020,-38.6937488,143.7720708,20302104245,Waurn Ponds,203021042,Highton,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,5,5,Corangamite,8.327033043,V2,PHN206,Western Victoria,Greater Geelong,22750,Corangamite,Provincial,27708,South Barwon (Western Victoria),,,
6438,3221,WYE RIVER,VIC,144.427419,-38.181608,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R2,Updated 6-Feb-2020,-38.6381741,143.8899389,20302104245,Waurn Ponds,203021042,Highton,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,5,5,Corangamite,8.327033043,V2,PHN206,Western Victoria,Greater Geelong,22750,Corangamite,Provincial,27708,South Barwon (Western Victoria),,,
20776,3223,BELLARINE,VIC,144.6217267,-38.13622989,Delivery Area,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,R2,Updated 6-Feb-2020,-38.1322,144.62,20303105131,St Leonards (Vic.),203031051,Portarlington,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,4,3,Corangamite,57.37581253,V2,PHN206,Western Victoria,Greater Geelong,22750,Corangamite,Provincial,20508,Bellarine (Western Victoria),,,
6444,3223,INDENTED HEAD,VIC,144.668477,-38.147989,Delivery Area,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,R2,Updated 6-Feb-2020,-38.138056,144.71,20303105131,St Leonards (Vic.),203031051,Portarlington,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,5,4,Corangamite,28.04499245,V2,PHN206,Western Victoria,Greater Geelong,22750,Corangamite,Provincial,20508,Bellarine (Western Victoria),,,
6445,3223,PORTARLINGTON,VIC,144.668477,-38.147989,Delivery Area,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,R2,Updated 6-Feb-2020,-38.116667,144.65,20303105131,St Leonards (Vic.),203031051,Portarlington,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,4,4,Corangamite,28.04499245,V2,PHN206,Western Victoria,Greater Geelong,22750,Corangamite,Provincial,20508,Bellarine (Western Victoria),,,
6446,3223,ST LEONARDS,VIC,144.668477,-38.147989,Delivery Area,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,R2,Updated 6-Feb-2020,-38.166667,144.716667,20303105131,St Leonards (Vic.),203031051,Portarlington,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,5,4,Corangamite,28.04499245,V2,PHN206,Western Victoria,Greater Geelong,22750,Corangamite,Provincial,20508,Bellarine (Western Victoria),,,
6453,3227,BARWON HEADS,VIC,144.40814,-38.263052,Delivery Area,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,R2,Updated 6-Feb-2020,-38.2739835,144.4862111,20303149038,Wallington,203031490,Ocean Grove,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,2,2,Corangamite,12.93162918,V2,PHN206,Western Victoria,Surf Coast,26490,Corangamite,Provincial,27708,South Barwon (Western Victoria),,,
6454,3227,BREAMLEA,VIC,144.40814,-38.263052,Delivery Area,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,R2,Updated 6-Feb-2020,-38.3,144.383333,20303149038,Wallington,203031490,Ocean Grove,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,2,2,Corangamite,12.93162918,V2,PHN206,Western Victoria,Surf Coast,26490,Corangamite,Provincial,27708,South Barwon (Western Victoria),,,
6455,3227,CONNEWARRE,VIC,144.40814,-38.263052,Delivery Area,Delivery Area,20303,Surf Coast - Bellarine Peninsula,203,Geelong,R2,Updated 6-Feb-2020,-38.2640693,144.4623088,20303149038,Wallington,203031490,Ocean Grove,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,2,2,Corangamite,12.93162918,V2,PHN206,Western Victoria,Surf Coast,26490,Corangamite,Provincial,27708,South Barwon (Western Victoria),,,
20779,3234,GREY RIVER,VIC,143.832394,-38.6791182,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,Updated 25-Mar-2020 SA3,-38.6806,143.835,21703147608,Wye River,217031476,Otway,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,5,5,Corangamite,165.9273376,V2,PHN206,Western Victoria,Colac Otway,21750,Corangamite,Provincial,26808,Polwarth (Western Victoria),,,
20780,3234,KENNETT RIVER,VIC,143.8049086,-38.63847255,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,Updated 25-Mar-2020 SA3,-38.6657,143.857,21703147608,Wye River,217031476,Otway,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,5,5,Corangamite,338.5791626,V2,PHN206,Western Victoria,Colac Otway,21750,Corangamite,Provincial,26808,Polwarth (Western Victoria),,,
20781,3234,SEPARATION CREEK,VIC,143.8732037,-38.58813123,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,Updated 25-Mar-2020 SA3,-38.6284,143.898,21703147608,Wye River,217031476,Otway,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,5,5,Corangamite,245.4113007,V2,PHN206,Western Victoria,Colac Otway,21750,Corangamite,Provincial,26808,Polwarth (Western Victoria),,,
20782,3234,WYE RIVER,VIC,143.8493949,-38.62497369,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,Updated 25-Mar-2020 SA3,-38.6382,143.89,21703147608,Wye River,217031476,Otway,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,5,5,Corangamite,245.4113007,V2,PHN206,Western Victoria,Colac Otway,21750,Corangamite,Provincial,26808,Polwarth (Western Victoria),,,
6473,3235,BENWERRIN,VIC,143.924288,-38.411964,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R2,Updated 6-Feb-2020,-38.4865203,143.9130375,20303104907,Wensleydale,203031049,Lorne - Anglesea,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,5,5,Corangamite,311.8731079,V2,PHN206,Western Victoria,Colac Otway,21750,Corangamite,Provincial,26808,Polwarth (Western Victoria),,,
20783,3235,BOONAH,VIC,143.979689,-38.42875898,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R2,Updated 6-Feb-2020,-38.4220465,143.960275,20303104907,Wensleydale,203031049,Lorne - Anglesea,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,5,5,Corangamite,220.7371216,V2,PHN206,Western Victoria,Colac Otway,21750,Corangamite,Provincial,26808,Polwarth (Western Victoria),,,
6474,3235,DEANS MARSH,VIC,143.924288,-38.411964,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R2,Updated 6-Feb-2020,-38.383333,143.883333,20303104907,Wensleydale,203031049,Lorne - Anglesea,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,5,5,Corangamite,311.8731079,V2,PHN206,Western Victoria,Colac Otway,21750,Corangamite,Provincial,26808,Polwarth (Western Victoria),,,
6475,3235,PENNYROYAL,VIC,143.924288,-38.411964,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R2,Updated 6-Feb-2020,-38.443056,143.876111,20303104907,Wensleydale,203031049,Lorne - Anglesea,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,5,5,Corangamite,311.8731079,V2,PHN206,Western Victoria,Colac Otway,21750,Corangamite,Provincial,26808,Polwarth (Western Victoria),,,
6478,3237,AIRE VALLEY,VIC,143.474392,-38.716838,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,Updated 6-Feb-2020,-38.6922736,143.5659848,21703147606,Johanna,217031476,Otway,21704,Warrnambool,217,Warrnambool and South West,3,22,Outer Regional Australia,5,5,Corangamite,246.1409302,V2,PHN206,Western Victoria,Corangamite,21830,Wannon,Rural,26808,Polwarth (Western Victoria),,,
6479,3237,BEECH FOREST,VIC,143.474392,-38.716838,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,Updated 6-Feb-2020,-38.633333,143.566667,21703147606,Johanna,217031476,Otway,21704,Warrnambool,217,Warrnambool and South West,3,22,Outer Regional Australia,5,5,Corangamite,246.1409302,V2,PHN206,Western Victoria,Corangamite,21830,Wannon,Rural,26808,Polwarth (Western Victoria),,,
6481,3237,GELLIBRAND LOWER,VIC,143.474392,-38.716838,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,Updated 6-Feb-2020,-38.6846816,143.2542289,21703147606,Johanna,217031476,Otway,21704,Warrnambool,217,Warrnambool and South West,3,22,Outer Regional Australia,5,5,Corangamite,246.1409302,V2,PHN206,Western Victoria,Corangamite,21830,Wannon,Rural,26808,Polwarth (Western Victoria),,,
6482,3237,WATTLE HILL,VIC,143.474392,-38.716838,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,Updated 6-Feb-2020,-38.7551203,143.2514948,21703147606,Johanna,217031476,Otway,21704,Warrnambool,217,Warrnambool and South West,3,22,Outer Regional Australia,5,5,Corangamite,246.1409302,V2,PHN206,Western Victoria,Corangamite,21830,Wannon,Rural,26808,Polwarth (Western Victoria),,,
6483,3237,WEEAPROINAH,VIC,143.474392,-38.716838,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,Updated 6-Feb-2020,-38.6224336,143.4935902,21703147606,Johanna,217031476,Otway,21704,Warrnambool,217,Warrnambool and South West,3,22,Outer Regional Australia,5,5,Corangamite,246.1409302,V2,PHN206,Western Victoria,Corangamite,21830,Wannon,Rural,26808,Polwarth (Western Victoria),,,
6484,3237,WYELANGTA,VIC,143.474392,-38.716838,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,Updated 6-Feb-2020,-38.700637,143.416593,21703147606,Johanna,217031476,Otway,21704,Warrnambool,217,Warrnambool and South West,3,22,Outer Regional Australia,5,5,Corangamite,246.1409302,V2,PHN206,Western Victoria,Corangamite,21830,Wannon,Rural,26808,Polwarth (Western Victoria),,,
6485,3237,YUULONG,VIC,143.474392,-38.716838,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,Updated 6-Feb-2020,-38.747013,143.3238806,21703147606,Johanna,217031476,Otway,21704,Warrnambool,217,Warrnambool and South West,3,22,Outer Regional Australia,5,5,Corangamite,246.1409302,V2,PHN206,Western Victoria,Corangamite,21830,Wannon,Rural,26808,Polwarth (Western Victoria),,,
6486,3238,GLENAIRE,VIC,143.429978,-38.781787,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,Updated 6-Feb-2020,-38.7761059,143.4336928,21703147606,Johanna,217031476,Otway,21704,Warrnambool,217,Warrnambool and South West,3,22,Outer Regional Australia,5,5,Corangamite,23.59970093,V2,PHN206,Western Victoria,Colac Otway,21750,Corangamite,Provincial,26808,Polwarth (Western Victoria),,,
6487,3238,HORDERN VALE,VIC,143.429978,-38.781787,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,Updated 6-Feb-2020,-38.7746222,143.500686,21703147606,Johanna,217031476,Otway,21704,Warrnambool,217,Warrnambool and South West,3,22,Outer Regional Australia,5,5,Corangamite,23.59970093,V2,PHN206,Western Victoria,Colac Otway,21750,Corangamite,Provincial,26808,Polwarth (Western Victoria),,,
6488,3238,JOHANNA,VIC,143.429978,-38.781787,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,Updated 6-Feb-2020,-38.7350439,143.4101801,21703147606,Johanna,217031476,Otway,21704,Warrnambool,217,Warrnambool and South West,3,22,Outer Regional Australia,5,5,Corangamite,23.59970093,V2,PHN206,Western Victoria,Colac Otway,21750,Corangamite,Provincial,26808,Polwarth (Western Victoria),,,
6489,3238,LAVERS HILL,VIC,143.429978,-38.781787,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,Updated 6-Feb-2020,-38.6790443,143.3750878,21703147606,Johanna,217031476,Otway,21704,Warrnambool,217,Warrnambool and South West,3,22,Outer Regional Australia,5,5,Corangamite,23.59970093,V2,PHN206,Western Victoria,Colac Otway,21750,Corangamite,Provincial,26808,Polwarth (Western Victoria),,,
6494,3240,BUCKLEY,VIC,144.174411,-38.263005,Delivery Area,Delivery Area,20301,Barwon - West,203,Geelong,R2,Updated 6-Feb-2020,-38.2444345,144.0895595,20301103614,Moriac,203011036,Winchelsea,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,5,5,Corangamite,82.33547211,V2,PHN206,Western Victoria,Surf Coast,26490,Corangamite,Provincial,27708,South Barwon (Western Victoria),,,
6495,3240,GHERANG,VIC,144.174411,-38.263005,Delivery Area,Delivery Area,20301,Barwon - West,203,Geelong,R2,Updated 6-Feb-2020,-38.303611,144.090556,20301103614,Moriac,203011036,Winchelsea,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,5,5,Corangamite,82.33547211,V2,PHN206,Western Victoria,Surf Coast,26490,Corangamite,Provincial,27708,South Barwon (Western Victoria),,,
6496,3240,MODEWARRE,VIC,144.174411,-38.263005,Delivery Area,Delivery Area,20301,Barwon - West,203,Geelong,R2,Updated 6-Feb-2020,-38.266111,144.121944,20301103614,Moriac,203011036,Winchelsea,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,5,5,Corangamite,82.33547211,V2,PHN206,Western Victoria,Surf Coast,26490,Corangamite,Provincial,27708,South Barwon (Western Victoria),,,
6497,3240,MORIAC,VIC,144.174411,-38.263005,Delivery Area,Delivery Area,20301,Barwon - West,203,Geelong,R2,Updated 6-Feb-2020,-38.233333,144.166667,20301103614,Moriac,203011036,Winchelsea,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,2,2,Corangamite,82.33547211,V2,PHN206,Western Victoria,Surf Coast,26490,Corangamite,Provincial,27708,South Barwon (Western Victoria),,,
6498,3240,MOUNT MORIAC,VIC,144.174411,-38.263005,Delivery Area,Delivery Area,20301,Barwon - West,203,Geelong,R2,Updated 6-Feb-2020,-38.2201027,144.191706,20301103614,Moriac,203011036,Winchelsea,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,2,2,Corangamite,82.33547211,V2,PHN206,Western Victoria,Surf Coast,26490,Corangamite,Provincial,27708,South Barwon (Western Victoria),,,
6499,3240,PARAPARAP,VIC,144.174411,-38.263005,Delivery Area,Delivery Area,20301,Barwon - West,203,Geelong,R2,Updated 6-Feb-2020,-38.298889,144.183889,20301103614,Moriac,203011036,Winchelsea,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,2,2,Corangamite,82.33547211,V2,PHN206,Western Victoria,Surf Coast,26490,Corangamite,Provincial,27708,South Barwon (Western Victoria),,,
6512,3249,ALVIE,VIC,143.557159,-38.388291,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,Updated 6-Feb-2020,-38.244444,143.515556,21703147610,Kawarren,217031476,Otway,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,5,5,Wannon,177.2690582,V2,PHN206,Western Victoria,Corangamite,21830,Wannon,Rural,26808,Polwarth (Western Victoria),,,
6513,3249,BALINTORE,VIC,143.557159,-38.388291,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,Updated 6-Feb-2020,-38.2842302,143.5689749,21703147610,Kawarren,217031476,Otway,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,4,4,Wannon,177.2690582,V2,PHN206,Western Victoria,Corangamite,21830,Wannon,Rural,26808,Polwarth (Western Victoria),,,
6514,3249,BARONGAROOK,VIC,143.557159,-38.388291,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,Updated 6-Feb-2020,-38.4255405,143.6176937,21703147610,Kawarren,217031476,Otway,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,4,4,Wannon,177.2690582,V2,PHN206,Western Victoria,Corangamite,21830,Wannon,Rural,26808,Polwarth (Western Victoria),,,
6515,3249,BARONGAROOK WEST,VIC,143.557159,-38.388291,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,Updated 6-Feb-2020,-38.4388581,143.5527423,21703147610,Kawarren,217031476,Otway,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,4,4,Wannon,177.2690582,V2,PHN206,Western Victoria,Corangamite,21830,Wannon,Rural,26808,Polwarth (Western Victoria),,,
6516,3249,BARRAMUNGA,VIC,143.557159,-38.388291,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,Updated 6-Feb-2020,-38.5770348,143.6874429,21703147610,Kawarren,217031476,Otway,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,5,5,Wannon,177.2690582,V2,PHN206,Western Victoria,Corangamite,21830,Wannon,Rural,26808,Polwarth (Western Victoria),,,
6517,3249,CORAGULAC,VIC,143.557159,-38.388291,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,Updated 6-Feb-2020,-38.263392,143.5365131,21703147610,Kawarren,217031476,Otway,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,5,4,Wannon,177.2690582,V2,PHN206,Western Victoria,Corangamite,21830,Wannon,Rural,26808,Polwarth (Western Victoria),,,
6518,3249,CORUNNUN,VIC,143.557159,-38.388291,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,Updated 6-Feb-2020,-38.2845425,143.4932523,21703147610,Kawarren,217031476,Otway,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,5,4,Wannon,177.2690582,V2,PHN206,Western Victoria,Corangamite,21830,Wannon,Rural,26808,Polwarth (Western Victoria),,,
6519,3249,DREEITE,VIC,143.557159,-38.388291,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,Updated 6-Feb-2020,-38.1805071,143.5135277,21703147610,Kawarren,217031476,Otway,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,5,5,Wannon,177.2690582,V2,PHN206,Western Victoria,Corangamite,21830,Wannon,Rural,26808,Polwarth (Western Victoria),,,
6520,3249,DREEITE SOUTH,VIC,143.557159,-38.388291,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,Updated 6-Feb-2020,-38.1980372,143.482441,21703147610,Kawarren,217031476,Otway,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,5,5,Wannon,177.2690582,V2,PHN206,Western Victoria,Corangamite,21830,Wannon,Rural,26808,Polwarth (Western Victoria),,,
20784,3249,GERANGAMETE,VIC,143.6947758,-38.45296591,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,Updated 6-Feb-2020,-38.4544,143.725,21703147610,Kawarren,217031476,Otway,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,5,5,Wannon,177.2690582,V2,PHN206,Western Victoria,Corangamite,21830,Wannon,Rural,26808,Polwarth (Western Victoria),,,
6521,3249,IRREWARRA,VIC,143.557159,-38.388291,Delivery Area,Delivery Area,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,Updated 6-Feb-2020,-38.3167164,143.6444066,21703147610,Kawarren,217031476,Otway,21704,Warrnambool,217,Warrnambool and South West,2,21,Inner Regional Australia,4,4,Wannon,177.2690582,V2,PHN206,Western Victoria,Corangamite,21830,Wannon,Rural,26808,Polwarth (Western Victoria),,,
